original_name,RICname
mauritius and dependencies,Mauritius & Mauritius Dependencies
mauritius and dependencies and seychelles,Mauritius & Mauritius Dependencies & Seychelles
mauritius c.a.,Mauritius
mayotte,Mayotte
mayotte & nossi-bé,Mayotte & Nossi Be
mayotte et dépendances,Mayotte
"mayotte, anjouan, la grande comore, mohéli",Anjouan & Grand Comoro & Mayotte & Moheli
"mayotte, nossi-bé et sainte-marie de madagascar",Mayotte & Nossi Be & St. Marie de Madagascar
mazambique,Mozambique (Portuguese East Africa)
mazattan,Mazatlán
mechul,Unknown
mecklembourg,Mecklenburg Schwerin
mecklembourg- schwérin**,Mecklenburg Schwerin
mecklembourg-oldenbourg,Mecklenburg Schwerin & Oldenburg
mecklembourg-schwerin,Mecklenburg Schwerin
"mecklembourg, lubeck (voie de terre) et autres pays",Lübeck & Mecklenburg Schwerin & World (other)
mecklemburgo,Mecklenburg Schwerin
mecklenberg,Mecklenburg Schwerin
mecklenbourg-schwerin,Mecklenburg Schwerin
mecklenbourg-schwérin,Mecklenburg Schwerin
mecklenbourg-schwerin (association commerciale allemande),Mecklenburg Schwerin
mecklenburg,Mecklenburg Schwerin
mecklenburg m. ll. tyska länder,Mecklenburg Schwerin
mecklenburg m. ll. tyska orter,Mecklenburg Schwerin
mecklenburg och hanover,Hanover & Mecklenburg Schwerin
mecklenburg schwerin,Mecklenburg Schwerin
mecklenburg und lübeck,Mecklenburg Schwerin & Lübeck
mecklenburg-schwerin,Mecklenburg Schwerin
"mecklenburg, hanower m. fl. tyska orter",Hanover & Mecklenburg Schwerin
"mecklenburg, hansestäderna och oldenburg",Hanse Towns & Mecklenburg Schwerin & Oldenburg
"mecklenburg, hansestäderna, hannover och oldenburg",Hanse Towns & Mecklenburg Schwerin & Oldenburg
"mecklenburg, lübeck, hamburg, bremen och oldenburg",Hanse Towns & Mecklenburg Schwerin & Oldenburg
mecklenburgh schwerin (germany),Mecklenburg Schwerin
mediterranean ports,Mediterranean Sea
méditerranée,Mediterranean Sea
méditerranée (gênes),Genoa
mediterraneo,Mediterranean Sea
mejico,Mexico
méjico,Mexico
meke,Unknown
mekran and sonmiani,Makran & Sonmiani
mekran and sonmiáni,Makran & Sonmiani
mekran and sonmiaui,Makran & Sonmiani
mekran and soumiani,Makran & Sonmiani
meksika,Mexico
meksiko,Mexico
meksyk,Mexico
melanesia,Melanesia
melilla,Melilla
melilla**,Melilla
mellem-amerika ellers,Central America (other)
mellemamerika,Central America
memel,Memel
memel and danzig,Danzig (Free City of Danzig) & Memel
memel et dantzig,Danzig (Free City of Danzig) & Memel
memel et danzig,Danzig (Free City of Danzig) & Memel
memelland,Memel
memmelland,Memel
mer du nord,North Sea
mer du sud,Pacific Islands
mercury island,Mercury Islands
mers sud,Pacific Islands
"mésopot., perse, etc.",Iran (Persia) & Iraq (Mesopotamia)
mesopotamia,Iraq (Mesopotamia)
mesopotamie,Iraq (Mesopotamia)
mésopotamie,Iraq (Mesopotamia)
"mesopotamie, perzie en afghanistan",Afghanistan & Iran (Persia) & Iraq (Mesopotamia)
mesopotamien,Iraq (Mesopotamia)
mesopotamija,Iraq (Mesopotamia)
messico,Mexico
messico ed altri paesi dell'america settent,Mexico & Northern America (other)
messico ed altri paesi dell'america settentrionale,Mexico & Northern America (other)
metrópole,Portugal
mexic,Mexico
mexico,Mexico
méxico,Mexico
mexico (proper),Mexico
mexico and central america and panama,Central America & Mexico & Panama
mexico and central amrica and west indies,Central America & Mexico & West Indies
mexico en centraal-amerika,Central America & Mexico
mexico och öfriga länder i central-amerika,Central America & Mexico
"mexico, central america and west indies",Central America & Mexico & West Indies
mexico's golf,Gulf of Mexico
mexico's ostküste,Mexico (other)
mexico's westküste,Mexico (West)
mexiko,Mexico
mexikó,Mexico
mexiko og centralamerika,Central America & Mexico
mexiko und central-amerika,Central America & Mexico
"mexiko, centralamerika",Central America & Mexico
mexiko's ostküste und central-amerika,Central America & Mexico (other)
mexique,Mexico
méxique,Mexico
mexique (côte orientale),Mexico (East)
mexique (port de mazatlan),Mazatlán
mexique (port de vera cruz),Vera Cruz
mexique et amérique centrale,Central America & Mexico
mexique et antilles,Mexico & West Indies
mexique et guatemala,Guatemala & Mexico
mexique et venezuela,Mexico & Venezuela
mexique et vénézuela,Mexico & Venezuela
"mexique, amérique centrale",Central America & Mexico
"mexique, amérique centrale, indes occidentales",Central America & Mexico & West Indies
"mexique, côte orientale et honduras",Honduras & Mexico (East)
mexique**,Mexico
mezopotamja,Iraq (Mesopotamia)
micronesia,Micronesia
middelh. og sorteh. uden specif.,Black Sea & Mediterranean Sea
"middelh. og sorteh. uden specif.,afrika",Black Sea & Mediterranean Sea
middelhavet og sortehavet uden specifikation,Black Sea & Mediterranean Sea
middle china,People's Republic of China (China) (Middle)
"milanais, toscane et etats romains",Milan & Papal States & Tuscany
mindössze,World
mindre asien,Western Anatolia
minor british pacific islands,British Oceania (other)
minor dutch east indies,Indonesia (Dutch East Indies) (other)
minor french pacific islands,French Oceania (other)
miqeulon,St. Pierre and Miquelon
miquelon,St. Pierre and Miquelon
miquelon and french fisheries,St. Pierre and Miquelon
miquelon and st. pierre islands,St. Pierre and Miquelon
miquelon é isla san pedro,St. Pierre and Miquelon
miquelon y st. pierre,St. Pierre and Miquelon
"miquelon, langley, &c",St. Pierre and Miquelon
"miquelon, langley, and saint pierre islands",St. Pierre and Miquelon
"miquelon, langley, and saint-pierre islands",St. Pierre and Miquelon
"miquelon, langley, and st. pierre islands",St. Pierre and Miquelon
"miquelon, langley, etc",St. Pierre and Miquelon
"miquelon, langley, etc.",St. Pierre and Miquelon
"miquelon, langley, saint pierre islands and french guiana",French Guiana & St. Pierre and Miquelon
"miquelon, langley, saint-pierre islands",St. Pierre and Miquelon
"miquelon, langley,etc.",St. Pierre and Miquelon
miscellaneous and unclassified (including parcel post),***NA
miscellaneous ports of africa,Africa (other)
miscellaneous ports of america,America (other)
miscellaneous ports of asia,Asia (other)
miscellaneous ports of europe,Europe (other)
misir,Egypt Arab Republic (Egypt)
mit den fahrposten,World (other)
mit der altona-kieler eisenbahn,World (via Altona-Kiel)
mit der berlin-hamburger eisenbahn,World (via Berlin)
mit der lübeck-hamburger eisenbahn,World (via Lübeck)
mit der venlo-hamburger eisenbahn,World (via Venlo)
"mittelamerika, n.b.b.",Central America (other)
mixico,Mexico
mısır,Egypt Arab Republic (Egypt)
mocambique,Mozambique (Portuguese East Africa)
moçambique,Mozambique (Portuguese East Africa)
mohéli,Moheli
mokha,Mocha
moldavie,Moldavia
moldavie (galatz),Galați
moldavie (port de galatz),Moldavia
moldavie et valachie,Moldavia & Wallachia
moldo-valachie,Moldavia & Wallachia
molucca islands,Maluku (Mollucas)
moluques,Maluku (Mollucas)
mombaça,Mombassa
mombasa,Mombassa
mombassa,Mombassa
monaco,Monaco
mónaco,Monaco
monaco (principauté de),Monaco
monako,Monaco
monde,World
monde (c),World
monde (on private and government account),World (other)
monde (partenaires via bilbao uniquement),World
monde (partenaires via buenos-ayres uniquement),World (other)
monde (partenaires via cadix uniquement),World (other)
monde (partenaires via carthagène uniquement),World (other)
monde (partenaires via fiume et trieste uniquement),World (other)
monde (partenaires via gijon uniquement),World (other)
monde (partenaires via îles baléareas uniquement),World (other)
monde (partenaires via la corogne uniquement),World (other)
monde (partenaires via lisbonne uniquement),World (other)
monde (partenaires via malaga uniquement),World (other)
monde (partenaires via montevideo uniquement),World (other)
monde (partenaires via patras uniquement),World (other)
monde (partenaires via port de bahia uniquement),World (other)
monde (partenaires via port de buenos-ayres uniquement),World (other)
monde (partenaires via port de fernambouc uniquement),World (other)
monde (partenaires via port de maragnan uniquement),World (other)
monde (partenaires via port de rio-janeiro uniquement),World (other)
monde (partenaires via port du para uniquement),World (other)
monde (partenaires via porto uniquement),World (other)
"monde (partenaires via rio-janeiro, bahia et fernambouc uniquement)",World (other)
"monde (partenaires via rio-janeiro, bahian para et maragnan uniquement)",World (other)
"monde (partenaires via rio-janeiro, farnambouc et bahia uniquement)",World (other)
monde (partenaires via santander uniquement),World (other)
monde (partenaires via syra uniquement),World (other)
monde (partenaires via syrie uniquement),World (other)
monde (partenaires via trézibonde uniquement),World (other)
"monde (partenaires viatrieste, venise et fiume uniquement)",World (other)
monde (partenaires vie chypre uniquement),World (other)
monde (partenaires vie smyrne uniquement),World (other)
monde (sauf etats sardes de terre ferme),World (other)
monde (terre et mer),World
monde (une partie),World (other)
"monde (via alexandrie, djeddah, damiette et rosette)",World (other)
monde (via port d'alexandrie uniquement),World (other)
monde (via port de rio-janeiro uniquement),World (other)
monde terre et voie fluviale,World (other)
monde*,World
mongolia,Mongolia
mongolie,Mongolia
mongoliet,Mongolia
monte cristo,Unknown
monte video,Montevideo
montenegro,Montenegro
monténegro,Montenegro
monténégro,Montenegro
montevideo,Montevideo
montévidéo,Montevideo
montevideo**,Montevideo
montevideu,Montevideo
montserrat,Montserrat
montserrat (british west india islands),Montserrat
montserrat (leeward islands - west india islands),Montserrat
montserrat_preferential,Montserrat (other)
morant cays,Morant Cays
morea and greek islands,Ionian Is. & Morea
"moresnet, terr. indivis, situé près de verviers.",Moresnet
morocco,Morocco
morocco (exclusive of ports in the possession of spain),Morocco (other)
morocco and algeria,Algeria (Regency of Algiers) & Morocco
morocco and barbary states,Barbary Coast
"morocco, french protectorate",Morocco
"morocco, spanish zone & tangier",Spanish Morocco & Tangier
moroco,Morocco
morrocco,Morocco
morroco,Morocco
mosquito coast,Mosquito Coast
moulmain,Mawlamyine
moulmein,Mawlamyine
moyen-congo,Congo (Brazzaville) (French Congo) (Middle Congo)
"moyen-congo, oubangui-chari",Central African Republic (Ubangi Shari) & Congo (Brazzaville) (French Congo) (Middle Congo)
mozambik,Mozambique (Portuguese East Africa)
mozambikas,Mozambique (Portuguese East Africa)
mozambique,Mozambique (Portuguese East Africa)
mozambique (ou afriq.-orient. portug.),Mozambique (Portuguese East Africa)
mozambique (portuguese africa),Mozambique (Portuguese East Africa)
mozambique and zanzibar,Mozambique (Portuguese East Africa) & Zanzibar
mozambique et zambèze,Mozambique (Portuguese East Africa) & Zambia (Northern Rhodesia)
mukalla,Al Mukalla
muscat,Oman (Sultanate of Muscat and Oman)
"muscat and oman, trucial oman and koweit",Kuwait & Oman (Sultanate of Muscat and Oman) & United Arab Emirates (Trucial Oman)
muscat territory and trucial oman,Oman (Sultanate of Muscat and Oman) & United Arab Emirates (Trucial Oman)
muud maad,World (other)
n-o-indie,Netherlands Antilles
n.a. forenta stater,United States of America (other)
nach der nieder-elbe,World (via Germany (lower Elbe))
nach der ober-elbe,World (via Germany (upper Elbe))
nach lübeck per eisenbahn,World (via Lübeck)
nach lübeck per fuhr,World (via Lübeck)
nach lübeck per stecknitz,World (via Lübeck)
nach und über harburg,World (via Harburg)
nach und über lüneburg,World (via Lüneburg)
nagapatam,Nagapattinam
nagore,Nagore
nagy-britannia,United Kingdom
nagybritannia,United Kingdom
namibia (german south west africa),Namibia (South West Africa) (German South West Africa)
nantes,Nantes
naples,Naples
naples and sicily,Two Sicilies
naples et sicile,Two Sicilies
naples et siciles,Two Sicilies
"naples, sicile",Two Sicilies
"naples, sicily",Two Sicilies
napoli,Naples
nasa,Malawi (Nyasaland) (British Central Africa Protectorate)
nasau,Nassau (Bahamas)
nassau,Nassau (Bahamas)
nassau (bahamas),Nassau (Bahamas)
natal,Natal
natal (south africa),Natal
native territories in the indian seas,Indian Ocean Islands
native territories in the indian seas: borneo,Borneo
natunas,Natuna
natunas islands,Natuna
natunas islands and other dutch possessions,Dutch Colonies (other) & Natuna
naujoji gvineja,New Guinea (German New Guinea) (Kaiser Wilhelmsland)
naujoji zeme,Newfoundland and Labrador (Newfoundland)
naujoli zelandija,New Zealand
nauru,Nauru
nauru and western samoa,Nauru & Samoa (Western Samoa) (German Samoa)
navassa,Navassa I.
navassa island,Navassa I.
ne zealand,New Zealand
neapel,Naples
"neapel, sicilien und malta",Malta & Two Sicilies
ned. oost-indië,Indonesia (Dutch East Indies)
"ned. oost-indië, behalve celebes",Indonesia (Dutch East Indies) (other)
nederl guayana,Surinam (Dutch Guiana)
nederl. (bes. i vestindia),Netherlands Antilles
nederl. ost-indien,Indonesia (Dutch East Indies)
nederl. ostind.,Indonesia (Dutch East Indies)
nederland,Netherlands
nederlandene,Netherlands
nederländerna,Netherlands
nederländerne,Netherlands
nederländerne (importen från amsterdam ej uppgifven),Netherlands (other)
"nederländerne, utom rotterdam",Netherlands (other)
nederlandsch west-indische bezittingen,Netherlands Antilles
nederlandsch-indië,Indonesia (Dutch East Indies)
nederlandsk guiana,Surinam (Dutch Guiana)
nederlandsk india,Indonesia (Dutch East Indies)
nederlandsk india m. ned. guinea,Indonesia (Dutch East Indies)
nederländska guyana,Surinam (Dutch Guiana)
nederländska ostindien,Indonesia (Dutch East Indies)
nederlandske besiddelser,Dutch Colonies
nederlansk india,Indonesia (Dutch East Indies)
nedj et hedjaz,Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah)
negri sembilan,Negeri Sembilan
německo,Germany (Zollverein)
németalföld,Netherlands
németország,Germany (Zollverein)
némtország,Germany (Zollverein)
nepal,Nepal
nepal and bhutan,Bhutan & Nepal
netherland east indies,Indonesia (Dutch East Indies)
netherlands,Netherlands
netherlands & possessions,Dutch Colonies & Netherlands
netherlands and colonies,Dutch Colonies & Netherlands
netherlands and dependencies,Dutch Colonies & Netherlands
netherlands and france,France & Netherlands
netherlands and possessions,Dutch Colonies & Netherlands
netherlands antilles,Netherlands Antilles
netherlands east indies,Indonesia (Dutch East Indies)
netherlands east inndies,Indonesia (Dutch East Indies)
netherlands guiana,Surinam (Dutch Guiana)
netherlands india,Indonesia (Dutch East Indies)
netherlands indies,Indonesia (Dutch East Indies)
netherlands possessions,Dutch Colonies
netherlands west indies,Netherlands Antilles
"netherlands, curaçao",Curacao & Netherlands
"netherlands, dutch possessions",Dutch Colonies & Netherlands
netherlans,Netherlands
neu pommern,Bismarck Archipelago (New Britain) (Neupommern)
neu-holland,Australia
neu-seeland,New Zealand
neudana,Unknown
neufundland,Newfoundland and Labrador (Newfoundland)
neuseeland,New Zealand
neuve terre,Newfoundland and Labrador (Newfoundland)
neuve-terre,Newfoundland and Labrador (Newfoundland)
nevis,Nevis
nevis (british west india islands),Nevis
nevis (leeward islands - west india islands),Nevis
new brunswick,New Brunswick
new brunswick (british north america),New Brunswick
new brunswick (north america),New Brunswick
new caledonia,New Caledonia and Dependencies
new foundland,Newfoundland and Labrador (Newfoundland)
new foundland &c,Newfoundland and Labrador (Newfoundland)
new foundland and labrador,Newfoundland and Labrador (Newfoundland)
"new foundland, &c",Newfoundland and Labrador (Newfoundland)
"new foundland, and labrador",Newfoundland and Labrador (Newfoundland)
"new foundland, prince edward island, and labrador",Newfoundland and Labrador (Newfoundland) & Prince Edward Is.
new granada,Colombia (New Granada) (Gran Colombia)
new granada (mexico),Colombia (New Granada) (Gran Colombia)
"new granada, venezuela, ecuador",Colombia (New Granada) (Gran Colombia) & Ecuador & Venezuela
new grenada,Colombia (New Granada) (Gran Colombia)
"new grenada, or united states of colombia",Colombia (New Granada) (Gran Colombia)
new guinea,New Guinea (German New Guinea) (Kaiser Wilhelmsland)
new guinea - british,Papua (British New Guinea)
new guinea - british*,Papua (British New Guinea)
new guinea - british†,Papua (British New Guinea)
new guinea (british),Papua (British New Guinea)
new guinea (papua),Papua (British New Guinea)
"new guinea, british",Papua (British New Guinea)
new hebrides,Vanuatu (New Hebrides)
new hebrides and south sea islands (so described),Pacific Islands & Vanuatu (New Hebrides)
new pomerania,Bismarck Archipelago (New Britain) (Neupommern)
